,Song_name,travis
83,all the young dudes   ,"""Written by David Bowie"", ""Billy rapped all night about his suicide How he kick it in the head when he was twenty-five Speed jive don't want to stay alive When you're twenty-five Wendy's stealing clothes from Marks and Sparks And Freedy's got spots from ripping off the stars from his face Funky little boat race Now television man is crazy saying we're juvenile deliquent wrecks Oh man I need TV when I got T Rex I'm a dude dad All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news Now Jimmy looks sweet though he dresses like a queen But he can kick like a mule it's a real mean team But we can love we can love And my brother's back at home with his Beatles and his Stones We never got it off on that revolution stuff It was such a drag too many snags Well I've drunk a lot of wine and I'm feeling fine Got to race some cat to bed Is there concrete all around me Or is it in my head Yeah I'm a dude dad All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news"""
84,pipe dreams   ,"""I read it all every word And I still don't understand a thing What had you heard What had you heard, was it love Was it take another walk in the dark You'll never learn I'd pray to God if there was heaven But heaven seems so very far from here"", ""And it all boils down to the same thing Just a yin and a yang or a couple of pipe dreams And it all boils down to the same old pain Whether you win or you lose isn't gonna change a single thing"", ""I stood in line and a thought crossed my mind I had been dreaming but I didn't mind I signed the line and the woman looked right through me She didn't smile I'd pray to God if there was heaven But heaven seems so very far from here"", ""And it all boils down to the same old thing Just a yin and a yang or a couple of pipe dreams And it all boils down to the same old pain Whether you win or you lose isn't gonna change a single thing"", ""I'd pray to God if there was heaven But heaven seems so very far from here"", ""And it all boils down to the same old thing Just a yin and a yang or a couple of pipe dreams And it all boils down to the same old pain Whether you win or you lose isn't gonna change a single thing And it all boils down to the same old fear Just a link in a chain just a puppet on a string And it all boils down to the same old fear Whether you win or lose Whether you win or lose Whether you win or lose Whether you win or lose"""
85,the sea   ,"""They say she is so strong and brave Flexing out with every wave Many ancient sailors graves The sea will save them all And what a day for us to swim Thunderous arms are closing in They're hugging us like kith and kin Pull us in below"", ""And I was wondering why Why should we float When you can swallow the sky When you can swallow gray boats"", ""They say the moon controls the sea Hand in hand in harmony Maybe that's like you and me Eternally to be"", ""And you will crash against the land Turning rocks into the sand We'll do it like we always planned Just hand in hand, alone"", ""And I was wondering why Why should we flow When you can swallow the sky And you can swallow gray boats"""
86,all of the places   ,"""Open all the windows Clear away the floor Look into the future now And all that went before"", ""For love All of the above Tell them that you love them Take them by the hand Teach them how to love And show them how to understand This life Cause you only have one chance"", ""Cause all of the places you've been Are hidden now And all of the faces you've seen Are going down"", ""Pick another villain Bring me more bad news Open up the Daily Mail And it's enough to lose your mind Uh well. I've had it up to here"", ""Cause all of the places you've been Are hidden now And all of the faces you've seen Are going down"", ""England's asleep But I'm still wide awake Be that as it may I close my eyes"", ""Cause all of the places you've been Are hidden now And all of the faces you've seen Are going down"""
87,whenever she comes around   ,"""He turns his light out He turns his p0rkinson She's in his bath robe"", ""He's in her dressing gown And he feels down Whenever she comes around"", ""Like the big movies Like a big coloured clown He's looking dead good She looks him up and frowns And he feels down Whenever she comes around Oh he feels down Whenever she comes around"""
88,3 times and you lose   ,"""I had a nightmare I lived in a little town Where little dreams were broken And words were seldom spoken I tried to reach you but all the lines were down And so the rain began to fall on this little town On this little town"", ""The little people had very little left to say Their words had all been shortened It didn't really seem important And I had a feeling that you were very far away But then a little voice inside me said \""You'll never get away from here\"""", ""And it's 1-2-3 times and you lose Of course it doesn't matter how you say it I'm all out of luck So there's nothing really more to say I'm throwing it all away"", ""Well we had opinions but now we all think the same We never look at one another Only when the other suffers And I thought I saw you But it was just another face Plastered on a blank horizon Running in the human race"", ""And it's 1-2-3 times and you lose Of course it doesn't matter how you say it I'm all out of luck So there's nothing really more to say I'm throwing it all away"", ""And it's 1-2-3 times and you lose I'm all out of luck So there's nothing really more to say I'm throwing it all away I'm throwing it all away I'm throwing it all away"""
89,everyday faces   ,"""Everyday faces that say hello Everyday faces that come and go Everyday faces that stay the same Everyday day after day"", ""There was a day When all everything changed People all came Stood in the rain They ain't got a cent (they not the same) Policeman walked in The statues all waiting (?) They wanted a change Everyday face"", ""Was a time all we could do was try Was a time when we could say goodbye Now you find you never do a thing (the same) Does today feel the same way"", ""Cos there was a day When all had been changed People all came Danced in the rain They ain't got a cent And a policeman walked in The statues all wait (?) All the same Everyday face"", ""There was a day When everything changed The people all came Danced in the rain They're in pain A policeman walked in All the statues are waiting They wanted a change From an everyday face Now you're looking at me Like I'm so passe I'm a disgrace Just an everyday face"""
90,river   ,"""It's coming on christmas They're cutting down trees They're putting up reindeer and singing songs of joy and peace I wish I had a river I could skate away on Now it don't snow here It stays pretty green I'm gonna make a lot of money And I'm gonna quit this crazy scene I wish I had a river I could skate away on I wish I had a river so long I would Teach my feet to fly Oh I wish I had a river I could skate away on I made my baby cry She tried hard to help me She put me at ease And she loved me so naughty she made me weak in the knees I wish I had a river I could skate away on I'm so hard to handle I'm selfish, I'm sad I've gone and lost the best baby that I ever had I wish I had a river I could skate away on Oh I wish I had a river so long I would Teach my feet to fly Oh I wish I had a river I could skate away on I made my baby say goodbye It's coming on christmas They're cutting down trees They're putting up reindeer and singing songs of joy and peace I wish I had a river I could skate away on"""
91,broken mirror   ,"""Each time you go away Part of you turns to grey The jingle of the chains Singled Rearrange"", ""Broken mirror steal my reflection Tell me what you see A hundred shattered eyes in the looking glass Staring back at me"", ""Inside Inside Inside tolls the bell Outside all is well"", ""Broken mirror steal my reflection Tell me what you see A hundred shattered eyes in the looking glass Staring back at me"", ""I never want to be alone I never ever want to go home This I know for sure"""
92,what will come   ,"""All the things you havent seen everything that last between pages you've yet to turn"", ""Lessons you've never learn all the things you shoud have say Will forever be in your hear Just waiting for a reason waiting for a real thing"", ""But I got time and you've got time remember when stars and I and everything we did we did together"", ""But I don't mind if you don't mind and even if it all falls dawn it's just another chance to make it better"", ""I'm ready I'm waiting I'm waiting for what will come"", ""'Cause it s you I like so don't be shy Just walk and up before you die but here we go again you say you're not my friend and I'll be standing we'll forget the thing we had we'll blame it on the season never on the reason"", ""But I got time and you've got time remember when stars and I and everything we did we did together"", ""But I don't mind if you don't mind and even if it all falls dawn it's just another chance to make it better"", ""You know our love is gonna lost so listen to your heart when everyone around is like we're standing in the dark you know our love is gonna change as soon as you check out stoping you're rage before the father pledge you stay"", ""I'm ready I'm waiting I'm waiting for what will come"", ""I'm ready I'm waiting I'm waiting for what will come What will come"""
93,afterglow   ,"""Feeling myself all of the time All of the time feeling alright Taking a while raising a smile Raising a smile makes it all worthwhile"", ""But if you wanted to find peace of mind You could find it any time you liked You are the afterglow Feeling my way all of the time All of the time doing just fine Taking a page out of my life Out of my life wouldn't it be nice"", ""If you wanted to find peace of mind Then you couldn't find it any time you liked You are the afterglow You are the midnight show The only one I know You come and then you go And when you finally leave You leave nothing for me Ohh..."""
94,moving   ,"""Another day, I feel the weight of the atmosphere's pressure And I can't escape I try to run, I try to find my feet, My soul is sticking to the street I get a move, I got to get myself to clean my shoes And take the cynic route I was afar, I'm following the star Home is anywhere you are"", ""And everything is falling into place And then we move again So take the curve and move along Until we're gone, we're moving on And on, and on, and on And on, and on, and on And on, and on, and on"", ""I feel alive, I am aware of the colors in the sky And where the birds don't fly And if the night is coming pretty soon I'm walking through the dark with you I've got to play I've got to listen to my toy today On the motorway And I could feel, the ground beneath my wheels, Putting me back in my place"", ""And everything is falling into place And then we move again So take the curve and move along Until we're gone, we're moving on And on, and on, and on And on, and on, and on And on, and on, and on And on, and on, and on And on, and on, and on And on,"", ""Another day, another place where I can find my way Take the avenue way And I know exactly where to go Home isn't where you stay"", ""And everything is falling into place And then we move again So take the curve and move along Until we're gone, we're moving on And on, and on, and on And on, and on, and on And on, and on, and on"", ""I feel alive, I am aware of the colors in the sky And where the birds don't fly And if the night is coming \u00e1\u00b9\u0097retty soon I'm walking through the dark with you"""
95,midsummer nights dreamin   ,"""Do it to me Do it to me Do it again Takin' me high Takin' me low Takin' ma friends Think I'm a fool Leavin' the school Bending them rules But do it to me Do it to me Do it again Mid summer nights dreamin' You might treat me right i Had too much to drink Don't ask me now Head in the sink Do it to me"", "" Do it to you Do it to them So much to see So much to do So little time You're breakin' ma heart You're makin' me cry You're stealin' ma soul You don't even try But do it to me Do it to you Do it to them Mid summer nights dreamin' You might treat me right i Had too much to drink Don't ask me now Head in the sink"""
96,animals   ,"""I was sure I was right I was king for a day every night I was wrong I was wrong And I knew where to go Every step was a step up the road I was on I was on As I reach for the sky It was clear I couldn't fly 'cause I'm not that animal All the animals are running after me It's all that I can do to stay on two feet All the animals are running to the sea And I give it away every night every day Every word that I say I'm an animal So I land on a stage And I find that I'm slipping away Let it roll, let it roll And the heart plays a game Trying to fool a reptilian brain In control, in control Where I fly, or I fight Wanna look into your eyes There's nothing but animal there All the animals are running after me It's all that I can do to stay on two feet All the animals are running to the sea And I give it away every night every day Every word that I say I'm an animal So let your walls come crashing down Let your prayers fall to the ground Let me see your smile At the corner of the block(?) Be your words for a while(?) Be a song for a while(?) All the animals are running after me It's all that I can do to stay on two feet All the animals are running to the sea And I give it away every night every day Every word that I say I'm an animal I'm an animal"""
97,hazy shades of gold   ,"""If you knew what I know Then you'd be a bit like me Oh yes you would If the birds refuse to fly They might try to buzz in line (?) Oh yes we would We're all showered in hazy shades of gold Everything the way it should be I suppose, I suppose"", ""If you knew false from true Dougie, get back! Get back! Thanks. Yes you would, touching would (wood) If you only did... ooh, it'd be so good"", ""If you knew what I know Then you'd be a bit like me Yes you would, touching would (wood) If you only did it'd be so good We're all showered in hazy shades of gold Everything the way it should be I suppose, I suppose"""
98,midlife krysis   ,"""Memories fill your harbour History to be made Jealousy in the cupboard You with me until the grave"", ""Mid-life krysis, you invited everyone You can't wake, you can't wake from this nightmare"", ""Everyday is like the movies Third world war on the rise Take it in the city Making love to get high"", ""Mid-life krysis, you invited everyone You can't wake, you can't wake from this nightmare"", ""I waste my time, I waste my Don't waste my time, don't waste my I waste my time, I waste my Don't waste my time, don't waste my"", ""Little Jane, say you're in love with me Say it yourself Maybe then you'll have some children Maybe you ain't have one"", ""Mid-life krysis, you invited everyone You can't wake, you can't wake from this nightmare You invited everyone You can't wake, you can't wake from this nightmare"""
99,indefinitely   ,"""Everyday in every way I'm falling Everything that everyone says turns me on Shine a light on me So that everyone can see That I wanna stay here indefinitely"", ""Time exists but just on your wrist so don't panic Moments last and lifetimes are lost in a day So wind your watches down please 'Cause there is no time to lose And I'm gonna stay here indefinitely And I wanna stay here so just let me be"", ""Now I can see the light circling round your reflection"", ""And I'm gonna stay here indefinitely and I'm gonna stay here so just let me be Indefinitely Indefinitely Indefinitely Indefinitely Indefinitely Indefinitely"""
100,song to self   ,"""I'm singing a song to myself I'm singing a song to myself"", ""Pictures in your mind Out of focus and unkind Picture me I picture you Outside the sun is shining At the back of your mind there's a memory"", ""By the time you hear this I'll be gone"", ""I'm singing a song to myself Cos I don't belong any longer Just making it up in my head This feeling is strong and getting stronger Do you see the light? Tell me you see the light Just making it up in my head Cos I need someone to sing along with Sing along with"", ""Pictures in your heart Out of focus torn apart Picture me I picture you Outside the moon is shining At the back of your mind there's a memory"", ""By the time you hear this I'll be gone"", ""I'm singing a song to myself Cos I don't belong any longer Just making it up in my head This feeling is strong and getting stronger Do you see the light? Tell me you see the light Just making it up in my head Cos I need someone to sing along with"", ""Sing along with... Yeah... ooohhh..."", "" I'm singing a song to myself Cos I don't belong any longer Just making it up in my head This feeling is strong and getting stronger Do you see the light? Tell me you see the light Just making it up in my head Cos I need someone to sing along with"", ""Singing a song to myself"""
101,perfect heaven space   ,"""In my perfect heaven space there's a picture of you. To think of all the time I've wasted not looking at you. Answering the questions before it's been asked. The answers is in the question I hope you don't ask. In my perfect heaven space there's an answer for you. And on my heart I wear a sleeve that you knitted for me. And you just wanna pull that thread and unravel me. Answering the question before it's been asked. The answers in the question I hope you don't ask. On my heart I wear a sleeve that you knitted for me. (piano solo chorus) In my perfect heaven space there's a memory of you To think of all the ghosts I've faced just remembering you. Answering the question before it's been asked. The answers in the question I hope you don't ask. In my perfect heaven space there's an answer for you. (piano solo chorus)"""
102,this love   ,"""Up above the town below Waiting for the lights to show Safe and sound Wrong the right way round"", ""Come on This love's killing My heart's healing (?) Telling me to stay This love better Last forever In a voodoo way"", ""Everybody's growin' up Makin' kids And breakin' up Save me now Burn the sacred cow"", ""Come on This love's killing My heart's healing (?) Telling me to stay This love better Last forever In a voodoo way"", ""Brace yourself We're going down Tell me when We hit the ground Safe and sound Wrong the right way round"", ""Come on This love's killing My heart's healing (?) Telling me to stay This love better Last forever In a voodoo way"", ""This love's killing My heart's healing (?) Telling me to stay This love better Last forever In a voodoo way"", ""(12x)This love lalalalalalalalala"", ""This love"""
103,tied to the 90s   ,"""We're tied to the 90's In the middle I'm terribly frightened I'm takin' it fast Takin' it slow There's thunder and lightning It's terribly frightening Lord knows Where it goes But I know That if so Well I want to tell you We're tired of the 90's We're tired of the 90's But we're tied to the 90's Tied to the 90's"", ""Remember the 80's? (They were something) Were worse than the 90's We're stuck in a path Where fashion is fast And nothin' is lasting Its all ghetto blasting And Lord knows Where it goes But I know That if so well I want to tell you We're tired of the 90's We're tired of the 90's But we're tied to the 90's Tied to the 90's"", ""Ah oh no It's nothing to go on The hi-fi five alive That's it I'm stayin' in bed 'til my hair falls out Everything's over That said I like my wig And I hate myself I know its all in my head We're tired of the 90's We're tired of the 90's We're tired of the 90's But we're tied to the 90's Oh we're tied to the 90's We're tied to the 90's We're tied to the nines Tied to the nines Tied to the 90's"""
104,slide show   ,"""Today was the day For dancing and for singing The birds in the trees And all the bells are ringing The sun in the sky Is bright, as bright as second sight Is bright, oh God, I hope I'm alright 'Cause I'm gonna cry"", ""Hold on, hold on Slow down, slow down You're out of touch Out of touch"", ""'Cause there is no design for life There's no devil's haircut in my mind There is not a wonderwall to climb Or step around But there is a slideshow and it's so slow Flashing through my mind Today was the day But only for the first time"", ""There is no design for life There's no devil's haircut in your mind There is not a wonderwall to climb Or step around Yet there is a slideshow and it's so slow Flashing through your mind Today is the day But only for the first time I hope it's not the last time"""
105,new amsterdam   ,"""Jean Michel Basquiat, Fran\u00c3\u00a7ois Truffaut Robert Zimmerman, and De Niro Paris Texas End of the world New York, New York Goodbye girl"", ""And they meet on Bleeker Street Or the park that is central, oh I watch the sun go down Down down beneath the ground And it's a new day It's a new dawn In New Amsterdam"", ""The stranger in the moonlight Looks stranger in the moonlight"", ""And they meet on Bleeker Street Or the park that is central, oh I watch the sun go down Down down beneath the ground And it's a new day It's a new dawn In New Amsterdam"", ""And we meet on Bleeker Street Or the park that is central, oh I watch the sun go down Down down beneath the ground And it's a new day It's a new dawn In New Amsterdam"""
106,i forget my name   ,"""Turn me on to something I don't want to be alone My heart is like a stone and it's sinking"", ""Stay with me, I didn't mean to hurt you Don't you know I didn't get where I am with much thinking"", ""And I'm not sentimental But I know where I belong"", ""For love and life Tell me things 'til I forget my name"", ""Speak your mind And learn your lines Tell me things 'til I forget my name"", ""The say that if you hate yourself You like yourself enough You like yourself enough to be a hater"", ""But you can't get enough Of all that unrequited stuff So open up to love and see what's there"", ""And I'm not much of anything But know where I belong"", ""For love and life Tell me things 'til I forget my name"", ""Sing your life? And learn your lines Tell me things 'til I forget my name"", ""Is this the best that we can do for one another Asking the questions thinking of another"", "" For love and life Tell me things 'til I forget my name"", ""Speak your mind Sing your lines Tell me things 'til I forget my name"""
107,baby one more time   ,"""Oh baby, baby, how was I supposed to know That something wasn't right here Oh baby, baby, I shouldn't have let you go And now you're out of sight Show me what you want it to be Tell me baby cos I need to know now because"", ""My loneliness is killing me (and I) I must confess I still believe (still believe) If I'm not with you I lose my mind Give me a sign Hit me baby one more time"", ""Oh baby, baby, the reason I breathe is you Girl you got me blind Oh pretty baby, there's nothing that I wouldn't do It's not the way I planned Show me how you want it to be Tell me baby cos I need to know now because"", ""My loneliness is killing me (and I) I must confess I still believe (still believe) If I'm not with you I lose my mind Give me a sign Hit me baby one more time"", ""Oh baby, baby, how was I supposed to know? Oh pretty baby, I shouldn't have let you go I must confess that my loneliness is killing me now Don't you know I still believe that you will be here Just give me a sign Hit me baby one more time"", ""My loneliness is killing me (and I) I must confess I still believe (still believe) If I'm not with you I lose my mind Give me a sign Hit me baby one more time"""
108,funny thing   ,"""A funny thing to do Is everyone like you? 'Cause people seldom change They all just stay the same A funny thing to say Suppose you're just that way Although you're sure you're sure There really is no cure A funny kind of way A funny kind of day You're funny all the time Do you want a piece of mine? Well I've seen it all before When you're closing all the doors It's not funny any more"", ""A funny thing to do Because the sky was blue You ran away for good 'Cause no one understood The funny things you said Because the sky was red It all went to your head Because the sky was red A funny kind of way A funny kind of day You're funny all the time Do you want a piece of mine? 'Cause I've seen it all before When you're closing all the doors It's not funny any more"", ""A funny kind of way A funny kind of day You're funny all the time Do you want a piece of mine? Well I've seen it all before When you're closing all the doors It's not funny any more"", ""A funny thing to do Is everyone like you? 'Cause people seldom change They all just stay the same"""
109,you dont know what im like   ,"""We've been 'round the block And we're getting on fine But you don't know what I'm like And I looked at the clock"", ""And it was way past the line Still you don't know what I'm like We'd spend a good time Trying to have a good time"", ""And for all of the time it really seems okay You're eventually lost and I'm happy because You don't know what I'm like"", ""You lived in my shoes And you stayed at my flat Still you don't know what I'm like"", ""And it's you that will lose What you think about that? 'Cause you don't know what I'm like We'd spend a good time Trying to have a good time"", ""And for all the time it really seems okay You're eventually lost and I'm happy because You don't know what I'm like And you don't know what I'm like"", ""Now I'm on the TV And you're on the phone Still you don't know what I'm like"", ""And I found someone new And she's taking me home She knows just what I'm like"", ""We'd spend a good time Where we have a good time I think I found a place I want to stay"", ""You're eventually lost And I'm happy because You don't know what I'm like You don't know what I like You'll never know what I'm like"""
110,unbelievers   ,"""Calling all you non-achievers We are as one and we make a stand Our wishes of no direction Repay (?) the same till we reach the end I imagine all these people Running up to shake our hands As we walk along we could be famous We walk along we could be famous"", ""Yellow buses, streams of caravans Winding the highway like a snake Pity all those unbelievers Busy in life till they make the grey (break) I imagine ancient places Sunbeat in some endless heat as We walk along we could be famous We walk along we could be dreamers We walk along we could be strangers We walk along we could be dangerous"", ""I imagine all these places I imagine all these things as We walk along we could be famous We walk along we could be invisible We walk along we could be strangers We walk along we could be dangerous We walk along we could be famous We walk along we could be invisible We walk along we could be strangers We walk along we could be dangerous..."""
111,eyes wide open   ,"""All these visions in my head Should've gone to bed before the water shed Some are live and some are dead Makes no difference when they're in your head, head"", ""Keep the door, open a crack So I can see them when they attack Some are white and some are black Makes no difference when they're on your back"", ""And I can't stop crying And I can't stop driving 'Cause the day is dying, dying, dying And my eyes wide open"", ""Count the sheep jumping the fence So I can see tinkers when I'm feeling tense Disbelief hung in suspense Eiderdown is my own defense"", ""And I can't stop crying And I can't stop driving 'Cause the day is dying, dying, dying And my eyes wide open"", ""All these visions in my head Should've gone to bed before the water shed Some are live and some are dead Makes no difference when they're in your head"", ""And I can't stop crying And I can't stop driving 'Cause the day is dying, dying, dying My eyes wide open"""
112,before you were young   ,"""In the days before you were young We used to sit in the morning sun We used to turn the radio on What happened? We'd see our lies in the eyes of fate And take our cradles to the grave But even then we're never saved From danger"", ""And if you ever leave me come I will be there waiting Waiting for you know i will I love you for ever I'll never say never"", ""But i've only got two hands And i'll never learn to dance I'll never get a second chance Whatever I'll take the breath away from your sighs And wipe the tears away from your eyes And hope the fire never dies Inside you"", ""And if you ever leave me come I will be there waiting Waiting for you know i will I love you I love you I love you..."", ""In the days before you were young We used to sit in the morning sun We used to turn the radio on What happened?"""
113,quite free   ,"""There's a boy I know so well He hides inside his padded cell And he can see that he will never be quite free He takes his time, steps carefully"", ""There's a girl I see sometimes She hides behind a dirty mind And she can see that she will never be quite free She takes her time, steps carefully"", ""Free to make your mind up Free to choose your fate Free to hold your hand up Free, don't leave me standing in the way"", ""'Cause I like you and I'd like to Be free, be free, be free, be free [Incomprehensible]"", ""There's a place I know so well To escape my tired spell 'Cause we can see that we will never be quite free To take our time, step carefully"", ""Free to make your mind up Free to choose your fate Free to hold your hand up Free, don't leave me standing in the way"", ""'Cause I like you and I'd like to Be free, be free, be free, be free Yeah, I like you and I'd like to Be free, be free, be free, be free"""
114,mother   ,"""Mother take that ride you got in my mind tell'em what you found write it down (ahhh ohhh) What you have is enough what you want with so much stuff what you need is a hug from a passenger you love one you love (ohhh) one you love (ohhh) one you love (ohhh) one you love (ohhh) write a book change your name run a thousand miles away bite the hook change your game in the end it's all the same happy ever after dancing with disaster hold me close and listen to the song why did we wait so long? oh why did we wait so long? Once upon a cold and starless night saw a vision or a trick of light we know there's nothing wrong days are short nights are long answer me this question then I'm gone ohhh why did we wait so long? ohhh why did we wait so long? ohhh why did we wait so long?"""
115,love will come through   ,"""If I told you a secret You won't tell a soul Will you hold it and Keep it alive"", ""'Cause it's burning a hole And I can't get to sleep And I can't live alone In this life"", ""So look up, take it away Don't look da-da-da-down The mountain"", ""If the world isn't turning Your heart won't return Anyone, anything, anyhow"", ""So take me, don't leave me Take me, don't leave me Baby, love will come through It's just waiting for you"", ""... And you stand at the crossroads Of highroads and lowroads And I've got a feeling"", ""It's right If it's real what I'm feeling There's no make believing The sound of the wings"", ""Of the flight Of a dove, take it away Don't look da-da-da-down"", ""The mountain If the world isn't turning Your heart won't return"", ""Anyone, anything, anyhow So take me, don't leave me Take me, don't leave me Baby, love will come through"", ""It's just waiting for you ..."", ""Oh, look up, take it away Don't look da-da-da-down If the world isn't turning Your heart won't return Anyone, anything, anyhow So take me, don't leave me Take me, don't leave me Baby, love will come through It's just waiting for you ... Love will come through Love will come through Love will come through"""
116,get up   ,"""Wish someone would Write me a song Or tell me a story So I don't need to worry I need a little love And a hand to hold Somebody old To watch over me I need a little time So I don't have to hurry"", ""Oh, you say it all(?)"", ""You gotta get up You gotta get up You gotta get up But I don't wanna get up You gotta get up You gotta get up You gotta wake up To the situation"", ""I wish someone Would answer The phone Stop leaving me Hanging on I'm feeling Like a little ship Out on the ocean I need a little love And a hand to hold Somewhere To hold the frustration I need a little cause For celebration"", ""Oh, you say it all"", ""You gotta get up You gotta get up You gotta get up I don't wanna get up You gotta get up You gotta get up You gotta wake up To the situation"", ""Growing up Checking notes(?) So you know Just Just which way to go"", ""You gotta get up You gotta get up You gotta get up You gotta get up You've just gotta You've just gotta You've gotta You've just gotta You've gotta gotta"", ""Oh, you say it all"", ""You gotta get up You gotta get up You gotta get up I don't wanna get up You gotta get up You gotta get up"""
117,when im feeling blue days of the week   ,"""When I'm feeling blue I close my eyes and think of you Standing by a pool I hope that you remember too On a lonely long and winding road Hopelessly and lonely you're not alone And all alone"", ""When I'm feeling grey I close my eyes and drift away... On another day But not today Another day On a lonely long and winding road Hold me still and tell me I'm not alone"", ""Monday, Tuesday, Wednesday, Thursday Friday, Saturday, Sunday morning Monday, Tuesday, Wednesday, Thursday Friday, Saturday, Sunday morning comes Sunday morning"""
118,follow the light   ,"""Nobody really knows Where they're supposed to go Hiding behind a wall Afraid that they'll lose it all"", ""But it's alright Just follow the light And don't be afraid of the dark In the moonlight you'll dance till you fall And always be here in my heart"", ""But nobody wants to know 'Cause nobody even cares Everyone's on the make Oh and everyone's out for themselves Me I'm on the longest road Where everything's overload But I've got my heart and soul So don't throw me overboard"", ""'Cause it's alright Just follow the light And don't be afraid of the dark In the moonlight You'll dance till you fall And always be here in my heart"", ""'Cause it's alright Just follow the light And don't be afraid of the dark In the moonlight You'll dance till you fall And always be here in my heart"", ""'Cause it's alright Alright now And you're alright Yeah we're alright now"""
119,peace the fk out   ,"""Now I don't know that your tie is straight Your words are crooked and you're gonna pay In ten years time they're gonna say That this was the moment when you threw it away"", ""And it's all wrong, handbags at dawn And turn the radio off to hear a song Oh please don't give up You have a voice, don't lose it You have a choice, so choose it You have a brain, so use it The time has come to Peace the fuck out"", ""Now I don't know what you're talking about There's too much shit pouring out of your mouth The time is up, the secret's out The truth's gonna catch when you going south"", ""But it's all wrong, handbags at dawn And turn the radio off to hear a song Oh please don't give up You have a voice, so use it"", ""Yeah but it's all wrong, handbags at dawn And turn the radio off to hear a song Oh please don't give up You have a voice, don't lose it You have a choice, so choose it You have a brain, so use it The time has come to Peace the fuck out"", ""Peace the fuck out Peace the fuck out Peace the fuck out Peace the fuck out Peace the fuck out Peace the fuck out Peace the fuck out"""
120,the day to day   ,"""The say that you are What you eat You look like a fruit When you walk down the street"", ""You know it will be So hard for me To say what I want to say And disagree"", ""It's easier to turn away, away, away, away Than turn around and face the day, the day The day to day"", ""You say what you want You know what you want You're holding off You're holding on"", ""You pay the price You roll the dice And find the path to where Your destiny lies You realize That life's too short to waste"", ""Too quick to survive"", ""And later on You lose your way, your way, your way, your way You're better off to do the day, the day The day to day"", ""And my head is spinning round And my heart is spinning round"", ""It's easier if you trust Anyone, anywhere, anytime You?"", ""It's easier to turn away, away, away, away Than turn around and face the day, the day The day to day"", ""If you ever lose your way, your way, your way, your way You're better off to do the day, the day The day to day"""
121,u16 girls   ,"""La la la la la la la la La la la la la la la la la la La la la la la la la la La la la la la la la la la la"", ""I met a girl in L.A. the million dollar kind She was all for all or nothing, open all the time When I called her number Her mother's on the line sayin'"", ""You've no business as God's my witness With a child young as mine"", ""So make sure that she's old enough before you blow your mind She may look like she knows enough but look her in the eye And so let her go, you'll let her down in style"", ""La la la la la la la la La la la la la la la la la la La la la la la la la la La la la la la la la la la la"", ""I met a girl in Paris she talked like Vera Lynn And her eyes were full of dew drop The moment I walked in She was awfully nice the kind that likes to win"", ""But if I'd been wiser, a whole lot wiser Wiser, might have thought again"", ""So make sure that she's old enough before you blow your mind She may look like she knows enough but look her in the eye And so let her go, you'll let her down in style"", ""So make sure that she's old enough before you blow your mind She may look like she knows enough but look her in the eye And so let her go you'll let her down in style"", ""La la la la la la la la La la la la la la la la la la La la la la la la la la La la la la la la la la la la La la la la la la la la La la la la la la la la la la La la la la la la la la"""
122,reason   ,"""Some people never learn Keep taking every turn A little fast Thinking nothing ever lasts Descending (?) oh so sweet Keep playing in my sleep But when I wake I can never recall a thing"", ""And the reason being Gives reason to everything To this charmed life that we lead Something is crying out Through voices in my tears Hear the voice crying out In the strangest memories Never mind"", ""And reason being Gives reason to everything To this charmed life that we lead Sorry to disappoint you I never said that I could tell right from wrong So don't put your faith on me now I'll leave you in suspension Till you fall And the reason being Gives reason to everything To this short life that we lead And the reason being Gives reason to everything"""
123,jsmith   ,"""There's a man on the street, And he looks at his feet form his window. And he sweares at the sun, And he curses the moon for its shadow."", ""Ohh..."", ""Take a leaf from his book Take a thread from his suite He's a new man"", ""And he prays to his god That he reaps his reward For his new plan"", ""Oh, the mould has been cast The radio's in the bath Yeah yeah yeah"", ""Labor tuus nunc ad terminum Sed per deos, vade retro"", ""LET'S GO!"", ""Nomen nusquan video Carbo in culo in aeternitatem Placet satanae te vedere Placet satanae te vedere"", ""Ohh..."""
124,last train   ,"""Rain on the brain Now there's flowers in your window She, well she's so strange I don't know anything about her"", ""But if it's all the same to you Here's what I'm gonna do I'm gonna write a song Gonna sing it to everyone And then I'll sing it to you 'Cause it was you that wrote it too This could be the last train"", ""Search within yourself for feelings Everybody's got them You left me on the shelf And no there's no one to rely on"", ""But if it's all the same to you Here's what I'm gonna do I'm gonna buy a gun Gonna shoot everything everyone And then I'm coming for you 'Cause it was you that drove me to This could be the last train"", ""Rear window with the room in the hair And on her jacket there's a picture in white of Che Guevara As he sits beneath the tree But that's not important But he looked a bit like me If you took all the little feelings in your heart And took all those little feelings all apart Oh well now what's the point in doing all of that"""
